ID	X	Y
485	124	293
486	122	214
487	119	213
488	117	214
489	112	215
490	110	215
491	107	215
492	104	214
493	102	212
494	101	210
495	99	209
496	98	207
497	98	205
498	98	201
499	95	196
500	95	193
501	95	189
502	96	186
503	97	182
504	98	179
505	99	175
506	99	169
507	101	167
508	101	163
509	102	160
510	104	154
511	106	151
512	107	150
513	108	147
514	109	145
515	109	141
516	110	139
517	112	137
518	113	134
519	114	132
520	115	130
521	117	127
522	120	124
523	123	121
524	124	117
525	126	115
526	130	111
527	131	109
528	133	107
529	134	106
530	139	104
531	142	101
532	148	98
533	152	95
534	155	96
535	157	96
536	159	97
537	161	98
538	162	99
539	165	102
540	167	104
541	169	107
542	169	110
543	169	113
544	170	115
545	171	117
546	171	120
547	170	121
548	170	124
549	170	126
550	170	128
551	168	130
552	168	133
553	166	134
554	163	135
555	161	139
556	160	141
557	158	142
558	158	145
559	156	149
560	155	150
561	153	152
562	152	154
563	151	156
564	149	160
565	148	164
566	147	166
567	145	169
568	144	172
569	143	175
570	142	179
571	141	186
572	141	181
573	140	191
574	139	193
575	139	196
576	139	201
577	139	202
578	137	204
579	136	206
580	135	206
581	134	209
582	131	211
583	129	210
584	126	211
585	116	213
586	115	213
587	111	213
588	109	213
589	107	213
590	104	213
591	101	213
592	100	211
593	98	210
594	96	208
595	95	207
596	95	205
597	100	207
598	102	209
599	94	201
600	95	201
601	92	200
602	92	199
603	93	196
604	95	194
605	94	190
606	91	191
607	94	186
608	92	186
609	95	184
610	94	180
611	94	176
612	95	174
613	96	171
614	97	171
615	98	168
616	99	164
617	101	160
618	100	161
619	103	156
620	104	152
621	104	148
622	106	147
623	108	145
624	109	143
625	111	138
626	113	136
627	112	135
628	113	133
629	115	129
630	116	127
631	118	125
632	119	122
633	121	122
634	122	118
635	124	116
636	124	115
637	126	113
638	126	109
639	129	109
640	131	108
641	131	105
642	136	105
643	136	104
644	138	102
645	136	101
646	138	99
647	141	99
648	143	98
649	142	96
650	143	93
651	146	93
652	148	94
653	148	92
654	149	90
655	152	90
656	152	91
657	153	93
658	148	90
659	157	88
660	157	90
661	158	91
662	160	94
663	160	95
664	161	97
665	164	101
666	158	97
667	160	91
668	164	96
669	164	99
670	167	100
671	167	103
672	169	106
673	170	108
674	169	109
675	173	109
676	173	111
677	172	112
678	174	115
679	173	116
680	173	119
681	173	122
682	173	124
683	173	125
684	173	126
685	172	126
686	171	129
687	170	130
688	170	132
689	169	132
690	166	135
691	165	136
692	163	138
693	161	140
694	160	142
695	159	143
696	159	144
697	157	146
698	155	148
699	122	212
700	124	212
701	126	212
702	128	212
703	130	209
704	132	207
705	134	204
706	136	203
707	136	202
708	133	206
709	138	199
710	138	196
711	138	194
712	139	192
713	139	190
714	139	189
715	139	185
716	141	184
717	139	180
718	141	180
719	142	178
720	142	176
721	142	174
722	142	171
723	143	171
724	145	168
725	145	166
726	148	163
727	148	162
728	148	160
729	150	158
730	150	157
731	151	155
732	151	152
733	153	151
734	136	200
735	138	197
736	140	186
737	133	204
738	266	81
739	266	83
740	266	84
741	266	85
742	266	87
743	265	76
744	264	74
745	264	91
746	264	92
747	264	93
748	264	90
749	263	81
750	262	97
751	262	93
752	262	90
753	262	87
754	262	84
755	262	82
756	262	77
757	262	74
758	261	98
759	261	99
760	261	100
761	261	103
762	260	77
763	260	72
764	260	105
765	259	100
766	259	74
767	258	104
768	258	76
769	258	108
770	257	71
771	257	110
772	256	105
773	256	76
774	255	108
775	255	71
776	255	70
777	253	71
778	252	112
779	252	72
780	252	71
781	251	112
782	250	68
783	249	70
784	249	112
785	248	112
786	247	68
787	246	112
788	246	70
789	244	68
790	242	114
791	242	68
792	242	113
793	241	113
794	240	69
795	239	113
796	239	114
797	238	68
798	238	113
799	237	112
800	237	69
801	235	112
802	235	68
803	235	114
804	233	112
805	233	69
806	232	68
807	232	112
808	230	69
809	230	112
810	229	67
811	228	111
812	228	69
813	228	67
814	228	112
815	227	68
816	227	113
817	226	66
818	225	111
819	225	68
820	224	67
821	223	112
822	222	66
823	221	111
824	221	69
825	221	67
826	221	112
827	220	68
828	220	111
829	219	111
830	219	69
831	217	111
832	217	68
833	217	113
834	216	111
835	215	67
836	214	67
837	214	68
838	214	112
839	213	111
840	213	67
841	212	68
842	212	112
843	211	67
844	210	68
845	209	113
846	209	67
847	208	113
848	208	68
849	208	67
850	207	68
851	207	114
852	205	69
853	205	114
854	205	68
855	204	112
856	204	68
857	203	70
858	203	114
859	202	68
860	202	69
861	201	114
862	200	114
863	199	115
864	199	68
865	197	114
866	196	70
867	196	71
868	196	115
869	195	114
870	195	70
871	194	70
872	194	68
873	193	114
874	193	116
875	193	71
876	192	114
877	192	73
878	192	115
879	191	71
880	190	73
881	190	115
882	189	114
883	189	115
884	189	71
885	188	70
886	188	74
887	187	113
888	185	113
889	185	72
890	185	114
891	185	115
892	184	113
893	184	73
894	183	74
895	183	113
896	182	112
897	182	73
898	181	112
899	180	108
900	180	110
901	180	73
902	180	109
903	179	107
904	179	76
905	179	106
906	178	107
907	178	105
908	177	104
909	177	76
910	176	77
911	176	102
912	175	101
913	174	78
914	174	77
915	174	99
916	173	99
917	173	100
918	173	79
919	172	95
920	172	80
921	171	80
922	171	96
923	170	89
924	170	91
925	170	84
926	170	93
927	169	81
928	169	91
929	169	92
930	168	87
931	168	83
932	168	89
933	236	112
934	237	113
935	243	113
936	244	113
937	245	113
938	246	113
939	247	113
940	249	113
941	252	113
942	250	113
943	254	112
944	254	113
945	254	110
946	242	112
947	235	110
948	227	112
949	226	112
950	226	111
951	223	111
952	279	85
953	278	88
954	277	90
955	276	91
956	275	93
957	274	95
958	273	96
959	273	99
960	270	103
961	268	104
962	267	106
963	266	107
964	266	112
965	268	113
966	268	114
967	268	116
968	269	118
969	269	120
970	270	121
971	271	121
972	272	123
973	273	124
974	273	125
975	275	127
976	275	128
977	277	129
978	281	133
979	283	135
980	286	139
981	287	141
982	288	145
983	291	146
984	293	149
985	294	151
986	296	154
987	297	156
988	298	159
989	300	160
990	301	164
991	302	167
992	302	172
993	303	174
994	304	177
995	305	178
996	305	180
997	305	181
998	306	185
999	308	186
1000	308	188
1001	308	191
1002	309	192
1003	311	196
1004	312	199
1005	315	199
1006	321	202
1007	318	203
1008	326	204
1009	328	204
1010	329	204
1011	332	203
1012	335	204
1013	337	203
1014	341	203
1015	343	203
1016	345	202
1017	347	202
1018	349	198
1019	349	196
1020	350	192
1021	349	189
1022	350	187
1023	350	186
1024	352	182
1025	351	178
1026	351	176
1027	350	171
1028	352	176
1029	349	167
1030	348	167
1031	348	163
1032	346	160
1033	346	157
1034	344	155
1035	343	149
1036	341	145
1037	339	142
1038	338	139
1039	336	138
1040	335	135
1041	334	134
1042	331	129
1043	330	125
1044	328	125
1045	327	123
1046	327	120
1047	324	120
1048	324	118
1049	323	118
1050	321	115
1051	321	113
1052	319	111
1053	318	111
1054	315	106
1055	313	102
1056	312	101
1057	308	98
1058	306	97
1059	303	94
1060	299	92
1061	298	91
1062	296	89
1063	288	87
1064	291	88
1065	283	85
1066	276	90
1067	273	95
1068	270	100
1069	308	195
1070	308	196
1071	312	196
1072	311	198
1073	313	200
1074	313	201
1075	315	201
1076	317	200
1077	318	202
1078	319	203
1079	321	203
1080	322	203
1081	325	203
1082	326	203
1083	328	203
1084	329	203
1085	331	203
1086	333	203
1087	330	201
1088	327	201
1089	323	201
1090	334	204
1091	337	204
1092	338	204
1093	338	203
1094	340	204
1095	342	204
1096	344	204
1097	346	203
1098	348	202
1099	344	201
1100	346	199
1101	347	199
1102	348	198
1103	349	197
1104	350	197
1105	350	194
1106	349	192
1107	351	190
1108	352	186
1109	350	182
1110	350	178
1111	350	175
1112	350	172
1113	349	171
1114	348	168
1115	348	165
1116	346	162
1117	345	160
1118	346	158
1119	343	155
1120	308	193
1121	308	190
1122	311	190
1123	310	188
1124	308	183
1125	307	183
1126	307	181
1127	307	180
1128	308	180
1129	307	179
1130	307	177
1131	306	177
1132	305	175
1133	305	172
1134	304	170
1135	304	169
1136	303	165
1137	301	165
1138	301	162
1139	297	157
1140	297	153
1141	296	152
1142	294	149
1143	292	146
1144	291	143
1145	290	143
1146	287	142
1147	287	140
1148	286	138
1149	285	137
1150	283	137
1151	282	134
1152	281	134
1153	278	131
1154	277	130
1155	276	129
1156	271	123
1157	270	122
1158	269	119
1159	268	117
1160	268	115
1161	269	108
1162	268	108
1163	273	101
1164	271	102
1165	274	97
1166	273	97
1167	275	95
1168	276	93
1169	279	90
1170	281	85
1171	284	86
1172	285	87
1173	283	88
1174	289	87
1175	293	90
1176	292	90
1177	296	91
1178	297	91
1179	300	92
1180	302	93
1181	293	87
1182	286	85
1183	305	95
1184	305	97
1185	309	100
1186	311	101
1187	312	102
1188	313	104
1189	315	105
1190	318	110
1191	316	108
1192	319	109
1193	320	112
1194	320	113
1195	321	114
1196	322	114
1197	323	116
1198	325	118
1199	328	121
1200	329	124
1201	331	127
1202	333	130
1203	335	131
1204	337	137
1205	338	140
1206	339	143
1207	341	147
1208	343	150
1209	318	213
1210	321	214
1211	324	215
1212	327	215
1213	329	215
1214	332	214
1215	334	215
1216	339	214
1217	343	218
1218	347	220
1219	347	221
1220	350	224
1221	351	229
1222	337	213
1223	316	213
1224	315	214
1225	315	216
1226	313	217
1227	324	213
1228	327	213
1229	332	213
1230	309	219
1231	308	222
1232	308	224
1233	307	228
1234	306	233
1235	305	236
1236	305	239
1237	303	242
1238	301	244
1239	300	250
1240	298	251
1241	296	254
1242	295	256
1243	293	258
1244	292	261
1245	288	264
1246	286	268
1247	285	271
1248	285	273
1249	285	277
1250	285	279
1251	286	284
1252	287	285
1253	287	288
1254	288	289
1255	290	292
1256	296	294
1257	296	299
1258	292	295
1259	299	302
1260	302	298
1261	304	301
1262	304	304
1263	306	303
1264	307	301
1265	301	299
1266	312	299
1267	315	298
1268	310	302
1269	318	295
1270	318	294
1271	320	291
1272	322	290
1273	324	287
1274	326	283
1275	327	283
1276	329	280
1277	331	276
1278	332	275
1279	334	270
1280	336	267
1281	337	264
1282	339	261
1283	342	257
1284	345	254
1285	346	251
1286	347	248
1287	347	245
1288	348	244
1289	349	240
1290	350	236
1291	351	233
1292	282	277
1293	282	278
1294	283	279
1295	282	282
1296	283	283
1297	283	285
1298	284	286
1299	287	287
1300	287	289
1301	289	290
1302	289	292
1303	290	293
1304	292	294
1305	293	295
1306	295	296
1307	295	297
1308	299	299
1309	296	302
1310	293	297
1311	299	303
1312	299	305
1313	302	302
1314	302	304
1315	302	306
1316	304	306
1317	305	306
1318	306	306
1319	309	305
1320	308	305
1321	305	303
1322	310	303
1323	312	303
1324	314	300
1325	315	300
1326	316	300
1327	317	296
1328	318	296
1329	320	294
1330	323	292
1331	325	288
1332	324	288
1333	326	287
1334	327	285
1335	329	283
1336	329	282
1337	330	279
1338	331	275
1339	331	278
1340	333	275
1341	336	272
1342	333	272
1343	339	268
1344	338	265
1345	337	265
1346	341	259
1347	342	262
1348	343	254
1349	347	250
1350	348	247
1351	347	244
1352	346	240
1353	346	238
1354	346	237
1355	347	234
1356	349	237
1357	348	242
1358	349	239
1359	350	230
1360	282	276
1361	282	275
1362	283	272
1363	287	269
1364	286	266
1365	287	265
1366	288	265
1367	290	264
1368	290	261
1369	293	260
1370	295	257
1371	294	256
1372	295	255
1373	297	252
1374	294	255
1375	290	265
1376	299	248
1377	297	250
1378	301	247
1379	302	243
1380	302	241
1381	302	237
1382	304	233
1383	304	232
1384	304	231
1385	303	230
1386	305	229
1387	305	228
1388	306	225
1389	307	222
1390	306	221
1391	310	220
1392	310	218
1393	312	217
1394	312	216
1395	313	216
1396	308	215
1397	311	213
1398	313	212
1399	316	212
1400	318	212
1401	322	214
1402	319	214
1403	326	215
1404	326	214
1405	328	214
1406	330	213
1407	324	212
1408	331	212
1409	335	214
1410	338	215
1411	332	216
1412	333	216
1413	339	218
1414	345	218
1415	343	215
1416	344	221
1417	348	225
1418	350	221
1419	346	221
1420	351	222
1421	351	226
1422	186	131
1423	184	132
1424	182	133
1425	182	136
1426	179	140
1427	177	140
1428	175	144
1429	171	145
1430	170	148
1431	168	152
1432	165	155
1433	165	158
1434	164	161
1435	162	164
1436	161	167
1437	160	172
1438	158	177
1439	157	180
1440	157	183
1441	156	186
1442	155	189
1443	155	195
1444	155	200
1445	154	202
1446	154	206
1447	154	211
1448	155	213
1449	155	217
1450	157	221
1451	156	223
1452	157	226
1453	158	229
1454	158	232
1455	158	235
1456	158	236
1457	159	239
1458	161	241
1459	161	244
1460	161	246
1461	162	251
1462	164	251
1463	165	255
1464	167	257
1465	168	261
1466	169	261
1467	170	262
1468	172	265
1469	173	266
1470	175	271
1471	177	272
1472	179	274
1473	180	276
1474	183	277
1475	187	279
1476	189	281
1477	190	282
1478	192	283
1479	195	283
1480	198	283
1481	201	283
1482	201	282
1483	205	286
1484	203	286
1485	200	286
1486	206	283
1487	211	283
1488	212	280
1489	214	277
1490	214	274
1491	217	269
1492	217	265
1493	218	261
1494	218	257
1495	218	255
1496	218	248
1497	217	244
1498	216	240
1499	213	238
1500	211	237
1501	212	234
1502	211	231
1503	208	228
1504	208	225
1505	209	220
1506	207	220
1507	206	219
1508	205	215
1509	204	213
1510	204	212
1511	204	210
1512	203	208
1513	204	201
1514	206	198
1515	208	192
1516	212	223
1517	209	218
1518	208	214
1519	209	214
1520	208	212
1521	208	209
1522	208	204
1523	205	211
1524	209	198
1525	211	198
1526	211	196
1527	213	190
1528	212	189
1529	212	187
1530	213	186
1531	213	183
1532	213	182
1533	214	182
1534	190	128
1535	192	128
1536	193	126
1537	196	126
1538	196	127
1539	201	128
1540	202	127
1541	208	127
1542	208	128
1543	211	129
1544	216	131
1545	216	133
1546	219	137
1547	219	139
1548	219	142
1549	219	148
1550	219	149
1551	219	151
1552	220	154
1553	220	156
1554	220	159
1555	220	160
1556	220	165
1557	219	167
1558	219	169
1559	218	170
1560	217	173
1561	217	176
1562	217	177
1563	176	268
1564	175	266
1565	172	264
1566	170	264
1567	170	261
1568	168	257
1569	167	255
1570	165	253
1571	165	250
1572	164	248
1573	163	245
1574	161	245
1575	160	239
1576	160	237
1577	157	231
1578	155	225
1579	155	226
1580	155	222
1581	155	218
1582	154	213
1583	154	209
1584	154	205
1585	157	201
1586	154	200
1587	155	198
1588	157	194
1589	157	190
1590	157	189
1591	157	186
1592	157	184
1593	158	180
1594	161	175
1595	163	173
1596	165	167
1597	166	161
1598	166	160
1599	167	159
1600	167	157
1601	170	154
1602	171	151
1603	173	145
1604	176	143
1605	177	142
1606	181	138
1607	186	133
1608	190	130
1609	192	129
1610	199	126
1611	204	127
1612	207	126
1613	208	126
1614	209	127
1615	212	130
1616	215	135
1617	215	136
1618	216	137
1619	218	139
1620	219	140
1621	219	141
1622	219	143
1623	220	145
1624	220	146
1625	220	148
1626	221	150
1627	221	151
1628	221	153
1629	221	158
1630	221	160
1631	221	164
1632	221	167
1633	220	170
1634	219	172
1635	219	175
1636	218	177
1637	218	179
1638	216	182
1639	216	185
1640	214	188
1641	214	189
1642	214	192
1643	214	198
1644	213	202
1645	213	205
1646	213	206
1647	213	210
1648	213	213
1649	213	214
1650	213	217
1651	210	190
1652	210	191
1653	209	193
1654	208	195
1655	208	197
1656	209	199
1657	209	204
1658	209	208
1659	209	211
1660	205	201
1661	206	207
1662	206	212
1663	207	212
1664	207	214
1665	207	216
1666	211	222
1667	213	223
1668	215	230
1669	214	227
1670	215	229
1671	216	233
1672	216	236
1673	216	239
1674	216	244
1675	216	248
1676	216	251
1677	217	254
1678	218	258
1679	217	264
1680	217	267
1681	180	271
1682	180	274
1683	181	275
1684	184	277
1685	188	281
1686	192	282
1687	199	283
1688	202	284
1689	205	284
1690	209	284
1691	212	284
1692	214	280
1693	215	275
1694	217	273
1695	218	272
1696	208	217
1697	208	220
1698	208	222
1699	211	223
1700	211	227
1701	211	230
1702	207	228
1703	205	226
1704	205	222
1705	204	220
1706	202	217
1707	204	215
1708	206	211
1709	205	209
1710	221	261
1711	222	263
1712	222	264
1713	222	267
1714	222	269
1715	222	272
1716	222	273
1717	222	274
1718	222	277
1719	221	278
1720	221	280
1721	220	282
1722	218	283
1723	217	283
1724	216	284
1725	219	279
1726	218	277
1727	221	276
1728	221	273
1729	221	271
1730	221	270
1731	221	267
1732	217	279
1733	216	281
1734	214	284
1735	211	285
1736	219	270
1737	220	266
1738	222	259
1739	221	258
1740	220	255
1741	220	253
1742	220	252
1743	220	250
1744	220	249
1745	217	129
1746	218	131
1747	217	135
1748	221	135
1749	221	136
1750	220	138
1751	222	140
1752	221	141
1753	222	145
1754	216	127
1755	214	125
1756	209	124
1757	221	148
1758	215	193
1759	214	196
1760	212	198
1761	212	201
1762	212	203
1763	212	208
1764	212	211
1765	212	215
1766	212	193
1767	210	200
1768	208	203
1769	209	205
1770	211	207
1771	210	208
1772	214	190
1773	217	189
1774	209	210
1775	233	131
1776	232	134
1777	231	137
1778	230	141
1779	230	145
1780	231	147
1781	231	148
1782	231	149
1783	231	151
1784	231	153
1785	231	156
1786	232	158
1787	233	159
1788	233	161
1789	233	162
1790	233	164
1791	234	167
1792	234	169
1793	235	172
1794	236	173
1795	236	176
1796	237	177
1797	237	180
1798	237	181
1799	237	182
1800	237	186
1801	238	190
1802	238	191
1803	238	195
1804	238	197
1805	238	198
1806	238	201
1807	238	202
1808	238	205
1809	238	208
1810	238	211
1811	238	212
1812	237	214
1813	234	220
1814	237	215
1815	243	192
1816	243	188
1817	243	185
1818	243	182
1819	242	180
1820	240	180
1821	243	195
1822	244	196
1823	245	200
1824	245	202
1825	245	205
1826	245	207
1827	245	208
1828	243	211
1829	243	212
1830	243	214
1831	241	217
1832	240	219
1833	239	219
1834	237	220
1835	236	223
1836	234	224
1837	233	227
1838	233	228
1839	241	175
1840	232	235
1841	233	231
1842	233	236
1843	232	240
1844	231	243
1845	230	246
1846	230	248
1847	229	253
1848	229	255
1849	228	256
1850	228	257
1851	228	259
1852	228	264
1853	229	263
1854	230	266
1855	230	269
1856	231	272
1857	233	273
1858	234	278
1859	235	279
1860	237	280
1861	240	280
1862	241	280
1863	243	281
1864	244	282
1865	250	279
1866	250	280
1867	253	279
1868	255	279
1869	257	280
1870	261	277
1871	265	275
1872	266	275
1873	270	273
1874	271	272
1875	271	271
1876	274	270
1877	275	266
1878	277	264
1879	279	259
1880	280	258
1881	282	254
1882	282	253
1883	283	249
1884	284	248
1885	287	242
1886	292	237
1887	291	239
1888	290	243
1889	286	248
1890	283	253
1891	292	235
1892	293	231
1893	295	226
1894	296	221
1895	296	218
1896	299	208
1897	298	212
1898	298	207
1899	298	205
1900	297	201
1901	297	199
1902	297	196
1903	296	193
1904	294	189
1905	293	186
1906	293	184
1907	293	177
1908	292	174
1909	292	173
1910	290	172
1911	290	169
1912	289	167
1913	288	165
1914	236	127
1915	237	126
1916	241	125
1917	242	126
1918	244	126
1919	246	125
1920	249	127
1921	252	127
1922	254	128
1923	257	129
1924	260	130
1925	261	130
1926	262	132
1927	264	134
1928	266	135
1929	266	137
1930	270	139
1931	273	142
1932	274	142
1933	274	143
1934	278	145
1935	280	149
1936	281	150
1937	283	152
1938	285	155
1939	286	157
1940	287	159
1941	239	177
1942	239	182
1943	240	185
1944	240	187
1945	240	191
1946	240	194
1947	240	195
1948	241	197
1949	240	199
1950	241	201
1951	240	204
1952	240	206
1953	240	208
1954	239	210
1955	238	215
1956	238	220
1957	231	136
1958	230	137
1959	230	146
1960	231	155
1961	232	157
1962	232	160
1963	232	162
1964	232	165
1965	234	171
1966	234	172
1967	234	173
1968	235	177
1969	235	178
1970	236	179
1971	237	187
1972	238	188
1973	239	192
1974	239	194
1975	239	197
1976	239	199
1977	236	204
1978	237	207
1979	236	210
1980	235	211
1981	235	213
1982	235	215
1983	234	218
1984	232	223
1985	232	226
1986	232	227
1987	231	231
1988	231	234
1989	230	235
1990	230	237
1991	229	239
1992	229	241
1993	229	244
1994	229	245
1995	228	249
1996	228	251
1997	228	255
1998	228	258
1999	228	260
2000	230	267
2001	230	270
2002	230	274
2003	230	276
2004	231	278
2005	233	279
2006	236	282
2007	237	283
2008	239	284
2009	241	284
2010	243	285
2011	245	286
2012	247	287
2013	251	284
2014	255	282
2015	255	281
2016	260	279
2017	264	275
2018	264	274
2019	266	273
2020	267	271
2021	268	270
2022	272	265
2023	270	267
2024	234	131
2025	236	129
2026	239	126
2027	246	126
2028	250	126
2029	251	127
2030	253	131
2031	256	129
2032	267	135
2033	264	132
2034	271	139
2035	273	141
2036	277	148
2037	279	153
2038	280	154
2039	284	157
2040	285	161
2041	286	162
2042	288	164
2043	291	171
2044	292	175
2045	293	178
2046	293	179
2047	294	182
2048	294	183
2049	295	185
2050	295	187
2051	295	189
2052	295	190
2053	295	192
2054	295	193
2055	295	194
2056	295	196
2057	295	197
2058	294	200
2059	294	207
2060	294	208
2061	296	204
2062	295	211
2063	296	213
2064	296	214
2065	295	217
2066	293	220
2067	293	221
2068	292	222
2069	291	226
2070	291	228
2071	291	229
2072	290	233
2073	290	234
2074	288	238
2075	287	241
2076	286	245
2077	285	246
2078	284	249
2079	282	255
2080	281	258
2081	279	260
2082	278	261
2083	276	265
2084	270	274
2085	243	191
2086	244	191
2087	244	193
2088	244	199
2089	243	203
2090	243	207
2091	243	210
2092	242	212
2093	241	212
2094	241	214
2095	240	217
2096	239	220
2097	239	223
2098	238	223
2099	236	226
2100	245	206
2101	248	201
2102	247	210
2103	246	213
2104	245	215
2105	244	217
2106	243	220
2107	240	223
2108	239	225
2109	237	226
2110	239	127
2111	240	126
2112	241	126
2113	247	126
2114	248	126
2115	249	126
2116	252	128
2117	255	129
2118	245	123
2119	242	123
2120	239	123
2121	238	123
2122	236	123
2123	235	123
2124	233	124
2125	232	124
2126	231	124
2127	230	125
2128	230	127
2129	228	128
2130	227	129
2131	226	131
2132	226	132
2133	225	139
2134	226	139
2135	226	141
2136	226	142
2137	225	142
2138	228	141
2139	228	138
2140	230	134
