ID	X	Y
550	-1.136	30.943
551	-1.473	32.29
552	-0.8	33.637
553	-1.136	33.3
554	-2.146	30.943
555	-1.81	30.27
556	-2.483	29.596
557	-1.81	31.953
558	-1.473	32.963
559	-2.483	28.923
560	-2.146	29.933
561	-2.82	31.616
562	-2.146	33.3
563	-2.483	32.626
564	-2.483	29.933
565	-1.473	33.973
566	-0.463	34.31
567	0.21	35.32
568	-0.126	34.647
569	-2.146	31.28
570	-2.483	31.953
571	-2.82	30.606
572	1.894	35.657
573	1.557	35.657
574	0.884	35.657
575	-1.136	34.983
576	-0.463	35.32
577	31.566	29.97
578	32.239	29.97
579	33.249	29.97
580	34.259	28.959
581	32.912	30.306
582	31.229	30.306
583	33.249	30.306
584	33.923	29.633
585	34.259	27.276
586	34.596	28.286
587	35.269	26.939
588	34.933	26.266
589	34.596	25.929
590	32.912	25.256
591	31.902	25.256
592	33.586	25.256
593	34.596	26.603
594	34.933	27.949
595	34.933	29.296
596	33.923	30.306
597	31.902	30.98
598	31.229	30.643
599	32.576	30.643
600	33.249	30.643
601	34.596	29.633
602	34.596	27.949
603	34.596	26.266
604	33.249	25.929
605	32.576	25.256
606	31.902	25.256
607	32.912	24.919
608	33.923	26.266
609	31.902	24.919
610	34.259	25.929
611	31.902	25.929
612	31.229	26.603
613	30.219	26.939
614	30.556	26.266
615	30.892	25.929
616	31.902	25.592
617	34.933	27.613
618	35.269	28.623
619	34.259	29.97
620	34.259	30.98
621	32.239	31.653
622	31.566	31.316
623	32.912	31.316
624	33.923	31.316
625	34.259	30.643
626	34.933	30.306
627	34.933	28.959
628	34.933	26.939
629	35.606	28.286
630	35.269	29.296
631	31.229	25.256
632	31.229	25.929
633	32.239	26.266
634	35.269	27.613
635	35.606	29.633
636	34.933	30.643
637	35.606	28.959
638	32.576	25.929
639	35.606	27.276
640	35.943	28.286
641	35.943	28.959
642	35.943	29.296
643	35.606	30.306
644	35.943	27.613
645	33.586	25.256
646	33.249	25.592
647	34.259	25.592
648	35.269	25.929
649	35.269	26.266
650	35.943	26.939
651	35.943	27.613
652	35.606	26.603
653	34.933	25.592
654	34.259	25.256
655	33.586	24.919
656	30.892	28.623
657	30.556	29.296
658	29.882	30.306
659	29.545	30.643
660	30.219	28.623
661	30.219	29.633
662	29.882	29.97
663	29.545	30.306
664	29.545	31.653
665	29.545	31.99
666	29.882	32.663
667	30.556	33.337
668	31.566	33.673
669	33.249	33.673
670	35.269	33.673
671	35.943	33
672	36.616	32.326
673	36.953	31.653
674	37.29	30.98
675	37.963	29.97
676	37.963	28.623
677	37.626	27.276
678	36.953	26.266
679	35.943	24.919
680	34.596	24.246
681	35.269	24.582
682	35.943	25.256
683	36.616	25.592
684	37.29	26.939
685	37.963	27.949
686	37.963	28.623
687	37.963	29.296
688	37.963	30.306
689	37.29	31.653
690	36.616	32.663
691	36.279	33.337
692	35.269	33.673
693	33.923	34.01
694	33.586	34.01
695	32.912	34.01
696	32.239	34.01
697	31.229	34.01
698	30.219	33.337
699	29.882	33
700	29.545	32.326
701	29.545	31.99
702	29.209	31.316
703	30.219	29.296
704	29.882	29.296
705	29.209	30.306
706	28.872	31.316
707	29.545	29.633
708	28.872	29.97
709	28.535	30.643
710	28.872	30.643
711	29.209	28.959
712	29.209	29.633
713	28.872	31.99
714	28.872	32.663
715	29.545	34.01
716	29.209	33
717	29.545	33.673
718	29.545	33
719	29.209	32.663
720	29.882	34.347
721	30.219	34.347
722	30.892	34.347
723	30.556	34.01
724	29.882	33.673
725	32.239	34.347
726	31.229	34.683
727	30.892	34.683
728	32.239	35.02
729	33.249	35.02
730	34.596	34.683
731	33.586	34.683
732	33.249	34.683
733	31.902	34.683
734	34.933	34.683
735	35.943	34.01
736	35.269	33.673
737	34.933	33.673
738	33.923	33.673
739	34.596	34.347
740	34.933	34.347
741	35.269	34.01
742	35.943	34.01
743	32.912	34.347
744	34.259	34.683
745	36.616	34.683
746	37.29	34.01
747	37.963	33
748	38.3	31.99
749	38.636	31.316
750	38.973	30.306
751	38.973	28.623
752	38.973	27.276
753	33.923	24.246
754	32.912	23.909
755	31.902	23.909
756	32.912	23.909
757	33.923	23.909
758	34.259	23.909
759	36.279	24.582
760	37.29	25.592
761	37.963	25.929
762	37.963	27.613
763	38.3	28.286
764	38.3	30.306
765	38.3	31.316
766	37.963	31.653
767	37.29	32.326
768	36.953	33.337
769	37.626	31.99
770	37.626	33
771	36.279	34.347
772	34.933	35.02
773	35.606	35.02
774	34.596	35.357
775	33.923	35.357
776	33.249	35.357
777	32.576	35.357
778	31.902	35.357
779	30.892	35.02
780	35.269	24.246
781	35.943	24.246
782	37.29	25.256
783	36.616	24.919
784	37.626	25.592
785	37.626	26.939
786	37.963	26.603
787	37.29	26.266
788	38.973	26.939
789	38.636	27.613
790	38.636	27.949
791	39.31	28.286
792	38.973	29.296
793	38.636	29.296
794	38.636	27.949
795	37.626	27.276
796	37.626	26.603
797	36.953	25.592
798	38.3	26.603
799	38.636	27.276
800	37.626	27.276
801	38.3	29.296
802	38.3	30.306
803	37.963	30.98
804	37.626	30.306
805	38.636	29.97
806	38.636	28.623
807	37.963	27.276
808	36.616	24.919
809	37.963	26.939
810	38.973	27.949
811	38.973	29.97
812	37.963	30.98
813	31.902	23.909
814	33.249	23.909
815	35.606	24.919
816	36.616	24.919
817	37.963	26.939
818	38.3	28.623
819	38.636	29.633
820	37.963	30.98
821	37.29	33
822	36.616	34.01
823	37.626	33.673
824	37.963	32.663
825	37.963	31.653
826	38.636	30.643
827	38.973	31.99
828	38.3	33.337
829	38.636	33
830	39.646	30.643
831	39.31	29.97
832	39.983	29.296
833	39.31	31.653
834	38.973	32.663
835	39.983	28.623
836	39.646	29.633
837	40.32	31.316
838	39.646	33
839	39.983	32.326
840	39.983	29.633
841	38.973	33.673
842	37.963	34.01
843	37.29	35.02
844	37.626	34.347
845	39.646	30.98
846	39.983	31.653
847	40.32	30.306
848	35.606	35.357
849	35.943	35.357
850	36.616	35.357
851	38.636	34.683
852	37.963	35.02
853	13.3896	8.832
854	13.6592	8.832
855	14.1976	8.832
856	15.2752	8.832
857	16.8912	8.832
858	18.2384	8.832
859	19.8544	8.832
860	20.932	8.832
861	21.74	8.832
862	13.6592	7.822
863	13.6592	8.158
864	15.0064	8.495
865	16.3528	8.495
866	17.4304	8.495
867	17.9688	8.495
868	20.3936	8.158
869	18.7768	8.495
870	19.316	8.495
871	18.2384	7.822
872	16.6224	7.822
873	15.2752	8.158
874	14.1976	8.158
875	14.1976	7.485
876	15.2752	7.485
877	15.8144	7.485
878	17.4304	7.485
879	17.7	7.485
880	20.932	7.485
881	21.74	8.158
882	20.124	7.822
883	19.0464	7.822
884	18.508	7.485
885	21.4704	8.158
886	19.316	7.485
887	15.8144	8.832
888	16.0832	8.158
889	17.4304	8.158
890	20.3936	8.158
891	20.3936	8.158
892	16.0832	8.158
893	14.1976	8.158
894	16.3528	8.495
895	18.7768	8.495
896	20.6624	8.158
897	20.932	8.158
898	18.7768	8.495
899	18.508	8.495
900	20.6624	7.822
901	14.4672	7.822
902	13.3896	8.495
903	12.8512	8.158
904	13.1208	7.485
905	13.1208	7.485
906	21.4704	7.822
907	22.0096	7.822
908	22.0096	8.495
909	14.7368	9.842
910	15.2752	9.842
911	17.7	9.842
912	19.0464	9.842
913	20.3936	9.505
914	19.8544	9.842
915	18.7768	9.842
916	17.1608	9.842
917	15.2752	10.179
918	15.8144	10.852
919	16.8912	10.852
920	18.7768	10.852
921	19.5848	10.852
922	17.9688	10.852
923	16.8912	10.852
924	16.3528	10.179
925	17.7	10.179
926	19.5848	10.852
927	19.0464	10.852
928	17.1608	10.515
929	16.6224	10.515
930	16.0832	10.515
931	15.5448	10.515
932	16.6224	10.515
933	17.9688	10.515
934	18.508	10.515
935	19.0464	10.515
936	19.5848	10.515
937	18.7768	10.515
938	19.0464	10.179
939	18.2384	10.179
940	17.4304	10.179
941	16.6224	10.515
942	15.8144	10.515
943	15.0064	10.515
944	15.0064	10.515
945	16.0832	10.515
946	17.1608	10.515
947	18.508	10.515
948	18.508	10.515
949	17.1608	10.515
950	15.8144	10.515
951	15.5448	10.179
952	15.8144	10.179
953	16.0832	10.179
954	17.1608	10.515
955	16.6224	9.842
956	16.8912	9.842
957	16.8912	10.179
958	16.0832	9.842
959	15.5448	9.842
960	18.2384	11.525
961	17.7	11.525
962	17.7	11.525
963	16.0832	10.852
964	16.6224	10.852
965	17.4304	11.862
966	16.6224	11.525
967	16.3528	11.525
968	18.508	11.525
969	18.508	11.525
970	17.4304	10.852
971	17.4304	11.525
972	16.8912	11.189
973	16.3528	11.189
974	17.4304	11.525
975	18.7768	11.189
976	19.0464	11.189
977	18.2384	11.189
978	17.7	11.189
979	17.7	11.189
980	16.8912	11.525
981	19.316	10.515
982	20.124	10.515
983	19.8544	9.842
984	19.0464	10.179
985	18.7768	10.179
986	18.2384	10.179
987	18.2384	10.179
988	17.1608	10.179
989	18.2384	10.179
990	19.0464	10.179
991	19.8544	10.179
992	20.3936	10.179
993	15.0064	10.515
994	15.5448	10.515
995	16.0832	11.189
996	17.7	10.852
997	15.2752	10.515
998	18.2384	10.179
999	19.316	10.179
1000	19.8544	10.179
1001	14.1976	9.842
1002	13.9288	9.842
1003	14.4672	10.515
1004	15.0064	10.515
1005	14.4672	10.179
1006	15.0064	10.852
1007	15.2752	11.189
1008	15.8144	11.525
1009	13.9288	10.179
1010	13.6592	9.505
1011	13.3896	9.169
1012	14.4672	10.179
1013	15.0064	11.189
1014	17.4304	11.525
1015	19.0464	11.525
1016	19.8544	11.525
1017	20.3936	11.525
1018	20.932	10.179
1019	20.3936	10.852
1020	19.8544	11.525
1021	20.6624	11.189
1022	20.6624	10.852
1023	20.6624	10.852
1024	19.8544	11.862
1025	18.508	11.862
1026	16.6224	12.199
1027	17.4304	12.199
1028	17.9688	12.199
1029	18.508	12.199
1030	18.7768	12.199
1031	19.0464	11.862
1032	17.7	11.862
1033	15.8144	11.525
1034	15.8144	11.525
1035	16.3528	12.199
1036	18.508	12.872
1037	21.74	10.515
1038	21.2016	10.179
1039	21.4704	10.179
1040	21.2016	10.515
1041	20.3936	11.189
1042	19.8544	11.189
1043	20.6624	11.189
1044	14.7368	6.475
1045	15.5448	6.812
1046	16.6224	6.812
1047	17.1608	6.812
1048	18.7768	6.812
1049	17.9688	6.812
1050	19.5848	6.812
1051	20.3936	6.812
1052	20.3936	6.475
1053	20.124	6.475
1054	19.0464	6.475
1055	17.9688	6.475
1056	17.4304	6.475
1057	16.6224	6.475
1058	15.8144	6.475
1059	14.7368	6.475
1060	15.2752	6.475
1061	15.8144	6.475
1062	15.8144	6.475
1063	15.8144	6.475
1064	15.8144	6.475
1065	16.0832	6.475
1066	16.0832	6.475
1067	16.6224	6.475
1068	17.1608	6.475
1069	17.4304	6.475
1070	18.508	6.475
1071	18.508	6.475
1072	19.316	6.475
1073	19.316	6.475
1074	19.5848	6.475
1075	19.8544	6.475
1076	19.0464	6.475
1077	17.7	6.475
1078	16.6224	6.475
1079	15.8144	6.475
1080	14.7368	6.475
1081	14.7368	6.475
1082	14.7368	6.475
1083	15.2752	6.475
1084	16.0832	6.475
1085	16.8912	6.475
1086	18.2384	6.475
1087	18.508	6.475
1088	19.5848	6.475
1089	20.3936	6.138
1090	19.316	6.475
1091	18.2384	6.475
1092	16.6224	6.138
1093	15.5448	6.138
1094	14.7368	6.138
1095	15.5448	6.138
1096	16.0832	6.138
1097	16.6224	6.138
1098	17.1608	5.802
1099	18.2384	5.802
1100	19.0464	5.802
1101	19.316	5.802
1102	19.5848	6.138
1103	17.9688	6.138
1104	17.9688	6.138
1105	18.508	6.138
1106	17.7	6.138
1107	16.8912	5.802
1108	16.6224	5.802
1109	15.2752	5.802
1110	15.8144	5.802
1111	16.3528	5.802
1112	16.8912	5.802
1113	17.7	5.802
1114	18.508	5.465
1115	17.9688	5.128
1116	17.4304	4.791
1117	17.4304	5.465
1118	17.1608	5.465
1119	16.3528	5.465
1120	15.8144	5.465
1121	15.8144	5.465
1122	15.2752	5.465
1123	16.6224	4.791
1124	17.1608	5.128
1125	16.3528	4.791
1126	15.8144	4.791
1127	15.8144	5.128
1128	16.3528	4.791
1129	16.3528	5.128
1130	17.4304	5.128
1131	17.7	4.791
1132	18.508	4.791
1133	20.3936	6.138
1134	19.5848	6.138
1135	19.316	5.802
1136	18.508	5.465
1137	17.9688	5.128
1138	17.1608	5.128
1139	16.8912	5.128
1140	15.8144	5.128
1141	15.5448	6.138
1142	14.4672	6.475
1143	14.1976	6.812
1144	15.0064	6.812
1145	17.4304	6.475
1146	18.2384	6.475
1147	17.7	5.802
1148	17.1608	4.791
1149	16.0832	4.791
1150	16.0832	4.791
1151	16.6224	4.455
1152	17.7	4.455
1153	17.1608	4.455
1154	18.7768	5.802
1155	17.4304	5.802
1156	15.2752	5.802
1157	19.0464	5.465
1158	19.8544	5.802
1159	18.508	5.128
1160	17.7	4.791
1161	18.7768	4.791
1162	19.0464	5.128
1163	19.316	5.128
1164	19.8544	6.138
1165	16.0832	6.475
1166	17.9688	5.128
1167	17.9688	5.802
1168	19.5848	5.802
1169	21.74	6.812
1170	21.2016	6.138
1171	20.3936	5.465
1172	19.8544	5.128
1173	19.0464	4.791
1174	19.8544	5.802
1175	20.932	6.138
1176	20.124	6.475
1177	20.6624	6.475
1178	21.4704	6.812
1179	20.932	6.812
1180	21.4704	6.812
1181	20.3936	5.802
1182	19.8544	5.802
1183	19.0464	5.465
1184	19.316	5.465
1185	19.8544	5.465
1186	20.6624	6.138
1187	21.4704	7.148
1188	19.316	5.802
1189	17.9688	5.128
1190	18.2384	5.465
1191	17.4304	5.465
1192	17.9688	4.455
1193	18.508	4.455
1194	18.2384	5.128
1195	21.6288	2.8388
1196	20.9016	3.05448
1197	19.93176	3.05448
1198	19.68912	3.4852
1199	20.9016	3.26952
1200	21.87072	3.26952
1201	22.59864	2.8388
1202	24.5376	2.1924
1203	24.5376	0.68392
1204	24.5376	-1.04024
1205	23.32584	-1.68664
1206	21.87072	-1.90168
1207	19.68912	-1.90168
1208	18.47736	-1.47096
1209	18.23472	-0.17816
1210	18.23472	1.11464
1211	18.71928	2.40808
1212	20.65896	2.8388
1213	23.8104	2.62312
1214	24.29496	1.546
1215	24.29496	0.68392
1216	24.29496	-0.17816
1217	23.56776	-0.82456
1218	23.8104	-0.17816
1219	23.8104	0.68392
1220	23.8104	1.11464
1221	23.56776	2.1924
1222	24.05304	1.97672
1223	22.84056	2.40808
1224	22.356	1.97672
1225	23.0832	1.33032
1226	23.32584	1.33032
1227	23.0832	2.40808
1228	23.0832	1.546
1229	23.0832	1.97672
1230	23.32584	2.40808
1231	23.56776	1.546
1232	22.11336	2.40808
1233	21.14352	2.40808
1234	20.1744	2.40808
1235	19.44648	1.97672
1236	19.44648	2.40808
1237	18.47736	1.33032
1238	18.96192	1.546
1239	18.47736	1.97672
1240	17.99208	1.97672
1241	17.99208	0.68392
1242	17.99208	0.03752
1243	17.99208	1.11464
1244	17.75016	1.546
1245	17.50752	0.46824
1246	17.99208	-0.82456
1247	19.93176	-1.90168
1248	20.65896	-1.90168
1249	22.356	-1.90168
1250	23.0832	-1.68664
1251	25.2648	0.46824
1252	25.02288	1.33032
1253	25.02288	-0.3932
1254	24.05304	-1.47096
1255	23.8104	-2.11736
1256	24.29496	-1.25528
1257	24.29496	-0.3932
1258	25.02288	-0.3932
1259	25.02288	0.46824
1260	24.29496	0.8996
1261	22.59864	2.1924
1262	20.1744	2.1924
1263	18.23472	0.8996
1264	18.23472	-0.3932
1265	19.44648	-1.47096
1266	18.71928	-1.25528
1267	17.99208	-0.17816
1268	18.96192	-1.90168
1269	21.38616	-2.33304
1270	21.14352	-1.90168
1271	22.356	-2.76376
1272	23.32584	-2.11736
1273	22.84056	0.46824
1274	21.38616	0.68392
1275	20.9016	1.11464
1276	21.87072	1.546
1277	22.356	-0.3932
1278	20.9016	0.46824
1279	19.68912	0.03752
1280	21.38616	-0.3932
1281	22.11336	0.46824
1282	22.11336	1.546
1283	19.93176	1.546
1284	19.93176	0.03752
1285	20.9016	-1.04024
1286	19.93176	-1.04024
1287	20.1744	-0.60888
1288	18.96192	-0.3932
1289	18.96192	0.03752
1290	18.96192	1.11464
1291	19.44648	0.8996
1292	20.9016	0.8996
1293	21.38616	1.97672
1294	22.84056	0.46824
1295	23.0832	-0.3932
1296	22.59864	-0.82456
1297	21.87072	-1.04024
1298	20.65896	-0.17816
1299	20.41632	0.68392
1300	20.9016	1.546
1301	21.6288	0.68392
1302	23.0832	0.68392
1303	20.9016	0.2532
1304	22.356	1.97672
1305	21.14352	1.11464
1306	19.20456	1.11464
1307	18.71928	-0.17816
1308	22.84056	-2.33304
1309	24.29496	-2.11736
1310	23.8104	2.40808
1311	23.32584	2.8388
